"subject" "activity" "activity_label" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
17 2 "WALKING_UPSTAIRS" -0.031446987 -0.002078559 -0.031446987 -0.002078559 -0.34987199 -0.38945768 -0.35796212 -0.50539896 -0.69536229 -0.76826574 -0.011929072 -0.15173071 -0.33451789 -0.47187665 -0.58858652 -0.53522852 -0.76520915 -0.78871579
17 3 "WALKING_DOWNSTAIRS" 0.2438267 0.25436175 0.2438267 0.25436175 -0.19980251 -0.15536523 -0.29692374 -0.43399573 -0.55234144 -0.67955878 0.045704573 0.16169069 -0.14390383 -0.17590657 -0.50704534 -0.4815524 -0.64847381 -0.74992072
17 4 "SITTING" -0.99172155 -0.98962433 -0.99172155 -0.98962433 -0.99671817 -0.99742621 -0.9953778 -0.99368797 -0.99865243 -0.99886133 -0.99106417 -0.98923568 -0.99757657 -0.99580401 -0.99628122 -0.99280621 -0.99881689 -0.99864971
17 5 "STANDING" -0.98351881 -0.9705054 -0.98351881 -0.9705054 -0.98698312 -0.96849639 -0.97753073 -0.97287807 -0.99282302 -0.98344705 -0.97175833 -0.97317777 -0.97045635 -0.96437141 -0.97153965 -0.97860942 -0.98669479 -0.98033186
17 6 "LAYING" -0.97853755 -0.96923682 -0.97853755 -0.96923682 -0.98541574 -0.97787482 -0.97726754 -0.96534459 -0.99112023 -0.97890834 -0.97354296 -0.97037116 -0.97952443 -0.97406878 -0.97066839 -0.96741574 -0.97955589 -0.97908793
18 1 "WALKING" -0.2413149 -0.41257922 -0.2413149 -0.41257922 -0.31266189 -0.40708 -0.5097635 -0.58443803 -0.62055871 -0.66925523 -0.30770694 -0.57246249 -0.40792585 -0.40948812 -0.55786252 -0.67919125 -0.65392903 -0.71176872
18 2 "WALKING_UPSTAIRS" -0.24355724 -0.32989038 -0.24355724 -0.32989038 -0.61622287 -0.57101275 -0.44681981 -0.61295645 -0.79092326 -0.82435945 -0.40824121 -0.39343299 -0.5679532 -0.57695261 -0.71129447 -0.6182169 -0.81258754 -0.85339552
18 3 "WALKING_DOWNSTAIRS" -0.2453675 -0.17793521 -0.2453675 -0.17793521 -0.45287123 -0.35373585 -0.51177055 -0.63369926 -0.73443447 -0.79854561 -0.24346059 -0.27094466 -0.40658389 -0.29178248 -0.70166443 -0.65202849 -0.7866913 -0.83010604
18 4 "SITTING" -0.9940186 -0.99547024 -0.9940186 -0.99547024 -0.99561358 -0.99769336 -0.99471846 -0.9944919 -0.99780261 -0.99871387 -0.99603301 -0.99483418 -0.99694425 -0.99782644 -0.99603775 -0.99410993 -0.99849909 -0.99885964
18 5 "STANDING" -0.98979382 -0.99129602 -0.98979382 -0.99129602 -0.99368736 -0.9945895 -0.99395118 -0.9949108 -0.99642067 -0.99756115 -0.99146893 -0.99153633 -0.99478053 -0.99284303 -0.99493896 -0.99563095 -0.99733797 -0.99770152
18 6 "LAYING" -0.97459681 -0.97894534 -0.97459681 -0.97894534 -0.98417161 -0.97871405 -0.98043224 -0.96769598 -0.99068373 -0.98562124 -0.97852723 -0.98140875 -0.97840871 -0.97748346 -0.9753787 -0.96798901 -0.9857103 -0.98602061
19 1 "WALKING" 0.08223313 -0.074262831 0.08223313 -0.074262831 0.21422559 0.16905313 0.20565411 -0.0014726344 0.0082046702 -0.1226677 0.092473372 -0.32787502 0.24296351 0.072271942 0.03353335 -0.20547753 -0.095971736 -0.21984446
19 2 "WALKING_UPSTAIRS" 0.007447603 -0.17656896 0.007447603 -0.17656896 -0.055678512 -0.28432528 0.023448358 -0.19854729 -0.32963894 -0.46701396 -0.056841015 -0.38073418 -0.18972484 -0.43221675 -0.26441221 -0.28934827 -0.43817562 -0.54584779
19 3 "WALKING_DOWNSTAIRS" 0.85845198 0.53847598 0.85845198 0.53847598 0.5224301 0.53805456 0.60948135 0.38063858 0.33335261 0.21773985 0.74508523 0.16823958 0.58787898 0.46077853 0.44486668 0.09135464 0.15556826 0.21282351
19 4 "SITTING" -0.93713307 -0.80987947 -0.93713307 -0.80987947 -0.98269406 -0.96542031 -0.91872673 -0.7594451 -0.98002771 -0.9552226 -0.85819138 -0.81549641 -0.96825882 -0.95995137 -0.80408215 -0.7713013 -0.96745975 -0.94500335
19 5 "STANDING" -0.90654201 -0.92660473 -0.90654201 -0.92660473 -0.9856776 -0.98876482 -0.85634852 -0.81535625 -0.98886539 -0.99146546 -0.95218087 -0.92489467 -0.9873815 -0.98963644 -0.90195476 -0.80110916 -0.99147721 -0.99164504
19 6 "LAYING" -0.98111369 -0.9792454 -0.98111369 -0.9792454 -0.99020705 -0.97464108 -0.97653962 -0.95918532 -0.98760529 -0.97332336 -0.97956201 -0.98115493 -0.97372203 -0.97454169 -0.96740207 -0.96050281 -0.97743142 -0.9698481
20 1 "WALKING" 0.087075909 -0.17514644 0.087075909 -0.17514644 0.01669835 0.034999894 0.062892316 0.0079433603 -0.10461126 -0.099275635 -0.019831644 -0.40613629 0.068000806 -0.015318916 0.051157074 -0.20504672 -0.17771046 -0.06585359
20 2 "WALKING_UPSTAIRS" 0.060646986 -0.11230713 0.060646986 -0.11230713 -0.19214226 -0.1629104 0.17166098 -0.13476307 -0.26662783 -0.40158703 -0.1794152 -0.21455078 -0.18316603 -0.14317465 -0.1742805 -0.25650129 -0.38214248 -0.47040246
20 3 "WALKING_DOWNSTAIRS" 0.045710657 -0.023176643 0.045710657 -0.023176643 -0.1829564 -0.11828663 -0.014545051 -0.17314182 -0.35925029 -0.27473649 -0.051749773 -0.15921696 -0.13821842 -0.099375525 -0.1929739 -0.30289834 -0.28853843 -0.30725864
20 4 "SITTING" -0.97586503 -0.97322837 -0.97586503 -0.97322837 -0.98646495 -0.97969274 -0.97274673 -0.94678449 -0.98773716 -0.9785639 -0.97254437 -0.97672242 -0.97996877 -0.97769551 -0.94892584 -0.95426111 -0.97948406 -0.97838475
20 5 "STANDING" -0.98011307 -0.9749408 -0.98011307 -0.9749408 -0.98975947 -0.99299852 -0.97816803 -0.97895799 -0.98936751 -0.99073771 -0.98010456 -0.97473828 -0.99174458 -0.99383912 -0.98245746 -0.97992142 -0.99065588 -0.99102834
20 6 "LAYING" -0.95918469 -0.9048555 -0.95918469 -0.9048555 -0.97713519 -0.97569206 -0.94427931 -0.87147682 -0.96613751 -0.95351017 -0.93336036 -0.90498903 -0.97453078 -0.97589795 -0.91507211 -0.86774741 -0.95743729 -0.95137783
21 1 "WALKING" -0.16059344 -0.40266691 -0.16059344 -0.40266691 -0.21713027 -0.19240774 -0.33909695 -0.52811156 -0.50966767 -0.55183009 -0.38760618 -0.50369584 -0.26934729 -0.1081286 -0.50797166 -0.62768459 -0.56423876 -0.56680056
21 2 "WALKING_UPSTAIRS" -0.093503892 -0.1797018 -0.093503892 -0.1797018 -0.29191899 -0.35106361 -0.11688101 -0.40156294 -0.5536373 -0.63817423 -0.13991048 -0.33032606 -0.28476422 -0.44701004 -0.44606134 -0.47347303 -0.6051757 -0.7124932
21 3 "WALKING_DOWNSTAIRS" 0.25820278 0.30900737 0.25820278 0.30900737 -0.030214917 0.18362116 -0.17412811 -0.31679662 -0.37611236 -0.28189885 0.30581328 0.1068268 0.1956522 0.16216901 -0.24736315 -0.49833823 -0.25921626 -0.36463643
21 4 "SITTING" -0.9817484 -0.98698881 -0.9817484 -0.98698881 -0.98722014 -0.98655254 -0.98181203 -0.96882809 -0.9921681 -0.99167076 -0.98469583 -0.98974808 -0.98386597 -0.98986888 -0.96912119 -0.97387312 -0.99146423 -0.99217128
21 5 "STANDING" -0.98815622 -0.98617805 -0.98815622 -0.98617805 -0.99012163 -0.99275775 -0.98440299 -0.97230191 -0.99162857 -0.98953382 -0.98841465 -0.98582639 -0.99209491 -0.99236575 -0.97932171 -0.97225387 -0.99069001 -0.98831628
21 6 "LAYING" -0.95798397 -0.95723908 -0.95798397 -0.95723908 -0.99484589 -0.99609382 -0.97145101 -0.97497818 -0.99461989 -0.99376137 -0.97834997 -0.95318287 -0.99537268 -0.99594106 -0.98263618 -0.97420644 -0.99370451 -0.99386196
22 1 "WALKING" 0.083554851 -0.17421896 0.083554851 -0.17421896 0.0603478 0.16949943 -0.22039597 -0.39408275 -0.46101167 -0.53108379 -0.0060482331 -0.4154099 0.13269245 0.2100198 -0.4342189 -0.47022995 -0.57521114 -0.50990875
22 2 "WALKING_UPSTAIRS" 0.1826769 -0.13840284 0.1826769 -0.13840284 -0.060487402 0.036143687 -0.18930342 -0.30440679 -0.5554815 -0.59957191 -0.036230967 -0.33373677 0.034579449 0.030761556 -0.41298162 -0.35069831 -0.62940847 -0.58753947
22 3 "WALKING_DOWNSTAIRS" 0.22589292 0.084715696 0.22589292 0.084715696 -0.10193861 -0.10307652 -0.20178416 -0.31804933 -0.46202789 -0.61275605 0.14950112 -0.12240283 -0.039572208 -0.19694737 -0.36385023 -0.40348146 -0.583132 -0.68364572
22 4 "SITTING" -0.92230856 -0.86125974 -0.92230856 -0.86125974 -0.97109557 -0.94736153 -0.88905526 -0.72287768 -0.97596914 -0.96055091 -0.89975904 -0.86356481 -0.94831091 -0.94466269 -0.76777544 -0.74039725 -0.9653227 -0.95703039
22 5 "STANDING" -0.94558618 -0.91316286 -0.94558618 -0.91316286 -0.98018943 -0.96393494 -0.93355146 -0.90765161 -0.98028562 -0.96761293 -0.91709131 -0.92328413 -0.96671882 -0.95882634 -0.93102134 -0.90858245 -0.97138319 -0.96479899
22 6 "LAYING" -0.96973689 -0.95214614 -0.96973689 -0.95214614 -0.96920549 -0.94876639 -0.97066853 -0.95492341 -0.98008009 -0.96408403 -0.95442442 -0.95709504 -0.9526761 -0.94243618 -0.962064 -0.95758476 -0.96786686 -0.96149295
23 1 "WALKING" -0.20925308 -0.25312743 -0.20925308 -0.25312743 -0.20344327 -0.15243562 -0.21123176 -0.14369519 -0.2067288 -0.065155683 -0.168625 -0.42137319 -0.22083288 -0.077941192 -0.16899915 -0.27438184 -0.16238147 -0.012921039
23 2 "WALKING_UPSTAIRS" -0.055324042 -0.26162684 -0.055324042 -0.26162684 -0.40458034 -0.49835388 -0.22802558 -0.57383921 -0.59433803 -0.60554328 -0.23435343 -0.3919378 -0.43955277 -0.58803916 -0.5213206 -0.69630312 -0.57115037 -0.68633098
23 3 "WALKING_DOWNSTAIRS" 0.057402257 0.14115913 0.057402257 0.14115913 0.10323514 0.233999 0.048181553 -0.17196982 -0.094044743 0.010547706 0.2551895 -0.10628013 0.24454412 0.21138282 -0.0018544634 -0.48829005 -0.011159515 -0.028968286
23 4 "SITTING" -0.95687142 -0.96124571 -0.95687142 -0.96124571 -0.98278513 -0.98427121 -0.95191395 -0.95078645 -0.98252106 -0.97783478 -0.96725821 -0.9627292 -0.98248012 -0.98507506 -0.96000203 -0.95286749 -0.97910653 -0.9772029
23 5 "STANDING" -0.97578469 -0.98344496 -0.97578469 -0.98344496 -0.98309382 -0.98671111 -0.9617239 -0.95331665 -0.98468689 -0.98654868 -0.98254882 -0.98558591 -0.98485782 -0.98839086 -0.96874795 -0.95177471 -0.98531959 -0.98907
23 6 "LAYING" -0.95292402 -0.94863689 -0.95292402 -0.94863689 -0.9736892 -0.9470279 -0.94240664 -0.90706447 -0.95844856 -0.91205559 -0.94379404 -0.95863162 -0.94506772 -0.9485187 -0.90760324 -0.92272853 -0.92242865 -0.90531138
24 1 "WALKING" -0.41069782 -0.47178042 -0.41069782 -0.47178042 -0.50240118 -0.52583795 -0.34757635 -0.22905987 -0.55959203 -0.59810559 -0.42871881 -0.57936135 -0.55130423 -0.49615599 -0.20957672 -0.38011745 -0.63153723 -0.5847424
24 2 "WALKING_UPSTAIRS" -0.22430899 -0.26248656 -0.22430899 -0.26248656 -0.46240428 -0.37106556 -0.4085228 -0.49395236 -0.66821397 -0.60834165 -0.2884126 -0.36259839 -0.36515778 -0.38238729 -0.51864001 -0.56394661 -0.61599108 -0.62520727
24 3 "WALKING_DOWNSTAIRS" -0.080551897 -0.027205391 -0.080551897 -0.027205391 -0.23773251 -0.10221411 -0.35778071 -0.33767372 -0.50167223 -0.43506659 0.0065549274 -0.19801413 -0.12682261 -0.076711152 -0.33129668 -0.45910266 -0.48911795 -0.40795291
24 4 "SITTING" -0.97858997 -0.98098654 -0.97858997 -0.98098654 -0.98526172 -0.98910126 -0.98732386 -0.99025436 -0.99296435 -0.99514626 -0.98032354 -0.98331491 -0.98715452 -0.99114802 -0.99096782 -0.99121506 -0.99461866 -0.99600401
24 5 "STANDING" -0.97114323 -0.97719325 -0.97114323 -0.97719325 -0.9862508 -0.98694446 -0.97718691 -0.97409361 -0.99413081 -0.99423142 -0.97762694 -0.97934961 -0.9849427 -0.98873516 -0.98329951 -0.9726893 -0.99405292 -0.99451572
24 6 "LAYING" -0.98342545 -0.9923642 -0.98342545 -0.9923642 -0.98861984 -0.99090612 -0.97959682 -0.97870913 -0.98821311 -0.988565 -0.99268415 -0.99234384 -0.99041621 -0.99023724 -0.97955935 -0.98159172 -0.98758867 -0.99028725
25 1 "WALKING" -0.43369801 -0.53160295 -0.43369801 -0.53160295 -0.58397464 -0.56332176 -0.41327085 -0.47223038 -0.69735846 -0.76783172 -0.51479956 -0.61356964 -0.57823085 -0.54665534 -0.51021287 -0.53650651 -0.77101147 -0.77940689
25 2 "WALKING_UPSTAIRS" -0.34869406 -0.47425709 -0.34869406 -0.47425709 -0.68289027 -0.67390774 -0.39353655 -0.48597774 -0.75622497 -0.81472014 -0.49760859 -0.54263275 -0.63044559 -0.73603947 -0.59087429 -0.50658029 -0.82158466 -0.81816315
25 3 "WALKING_DOWNSTAIRS" -0.15248435 -0.18364558 -0.15248435 -0.18364558 -0.50577571 -0.47903469 0.045880166 -0.14202214 -0.61077945 -0.60661767 -0.29511997 -0.25404277 -0.48804546 -0.47040628 -0.33430969 -0.1674639 -0.62502526 -0.61057335
25 4 "SITTING" -0.9919827 -0.99096715 -0.9919827 -0.99096715 -0.99009303 -0.99046 -0.9925651 -0.99191389 -0.99554358 -0.99652004 -0.98988118 -0.99223551 -0.98841365 -0.99278869 -0.99312446 -0.99219989 -0.99615085 -0.9970035
25 5 "STANDING" -0.98748236 -0.98883348 -0.98748236 -0.98883348 -0.989497 -0.99062129 -0.98571766 -0.98592026 -0.99508787 -0.99522135 -0.98699341 -0.9910027 -0.9895979 -0.99092403 -0.98908545 -0.98594156 -0.99498849 -0.9955342
25 6 "LAYING" -0.86786157 -0.87614833 -0.86786157 -0.87614833 -0.95670306 -0.95189582 -0.92388135 -0.88660086 -0.96339904 -0.97010466 -0.88448845 -0.88967249 -0.94722127 -0.9571412 -0.92226897 -0.88448614 -0.96869464 -0.97379817
26 1 "WALKING" -0.27120213 -0.5081394 -0.27120213 -0.5081394 -0.29720042 -0.31465954 -0.37114723 -0.45161395 -0.46956895 -0.5883587 -0.42526578 -0.63818102 -0.35454141 -0.26802322 -0.42908184 -0.56655337 -0.61038738 -0.58915723
26 2 "WALKING_UPSTAIRS" -0.11892348 -0.062004268 -0.11892348 -0.062004268 -0.3458468 -0.18778096 -0.3647731 -0.52217798 -0.60902568 -0.65620683 -0.035572816 -0.22285639 -0.12130038 -0.28521695 -0.57022774 -0.57090475 -0.6396539 -0.70352806
26 3 "WALKING_DOWNSTAIRS" 0.19240107 0.13211465 0.19240107 0.13211465 -0.07445717 -0.14455255 -0.12887226 -0.22590141 -0.30495291 -0.49279975 0.055139679 -0.0031567934 -0.19355668 -0.091302889 -0.24538733 -0.34667811 -0.47659109 -0.55134467
26 4 "SITTING" -0.98178493 -0.98434979 -0.98178493 -0.98434979 -0.989953 -0.98971029 -0.97828773 -0.98185272 -0.99306687 -0.99434519 -0.98668152 -0.98422615 -0.98891032 -0.98954551 -0.98425768 -0.98304527 -0.99388224 -0.9951156
26 5 "STANDING" -0.9910337 -0.98914503 -0.9910337 -0.98914503 -0.99464921 -0.99547331 -0.99082439 -0.99053938 -0.99572832 -0.9963679 -0.99070592 -0.9887503 -0.99546651 -0.994041 -0.9919875 -0.9909025 -0.99637391 -0.99622534
26 6 "LAYING" -0.98393322 -0.96296913 -0.98393322 -0.96296913 -0.97951481 -0.95158204 -0.9797385 -0.93906644 -0.98229038 -0.94336986 -0.96180351 -0.9683244 -0.95528585 -0.94545961 -0.94728339 -0.94364862 -0.95395626 -0.93485637
27 1 "WALKING" -0.29663164 -0.41028197 -0.29663164 -0.41028197 -0.23193657 -0.30803543 -0.38943464 -0.42561159 -0.51488836 -0.61277031 -0.30580202 -0.57019401 -0.25762137 -0.37882863 -0.44647886 -0.51035421 -0.59477673 -0.66523764
27 2 "WALKING_UPSTAIRS" -0.14108297 -0.36725698 -0.14108297 -0.36725698 -0.49439055 -0.58126627 -0.34392865 -0.65267214 -0.71813961 -0.74348526 -0.3806476 -0.45773754 -0.57786679 -0.58497965 -0.71275876 -0.67254265 -0.72844787 -0.78138336
27 3 "WALKING_DOWNSTAIRS" 0.047680725 -0.056526432 0.047680725 -0.056526432 -0.21649491 -0.19617688 -0.32110625 -0.5285343 -0.46527932 -0.50014069 -0.0855107 -0.18726843 -0.12962301 -0.29583199 -0.49913783 -0.63574237 -0.47771194 -0.56767001
27 4 "SITTING" -0.98639317 -0.98559979 -0.98639317 -0.98559979 -0.99357048 -0.99398002 -0.99128882 -0.99081446 -0.99671618 -0.99787763 -0.98699038 -0.9858592 -0.99353913 -0.9931152 -0.99246414 -0.99098854 -0.99761119 -0.99813973
27 5 "STANDING" -0.98971936 -0.98520566 -0.98971936 -0.98520566 -0.98904712 -0.99337152 -0.9892446 -0.99143116 -0.9929415 -0.99346296 -0.98666934 -0.98546557 -0.99296783 -0.99249662 -0.99177992 -0.9924796 -0.99331537 -0.99371241
27 6 "LAYING" -0.9883554 -0.98376014 -0.9883554 -0.98376014 -0.9912993 -0.99039683 -0.98543459 -0.98380083 -0.995166 -0.99229206 -0.98529426 -0.98419242 -0.98865007 -0.99211938 -0.98934535 -0.98283197 -0.99161594 -0.99351878
28 1 "WALKING" -0.18516875 -0.4407467 -0.18516875 -0.4407467 -0.29146903 -0.41015238 -0.32614245 -0.47141164 -0.53202185 -0.60915628 -0.38252806 -0.56307767 -0.42284482 -0.39778266 -0.53887497 -0.51632749 -0.61599379 -0.62760964
28 2 "WALKING_UPSTAIRS" -0.15273874 -0.20746677 -0.15273874 -0.20746677 -0.23557239 -0.23774259 -0.22774082 -0.45979189 -0.54165397 -0.64484145 -0.16885137 -0.35308168 -0.14389243 -0.37374895 -0.4884571 -0.53277519 -0.61341952 -0.71605234
28 3 "WALKING_DOWNSTAIRS" 0.4035962 0.3664047 0.4035962 0.3664047 0.2786742 0.14332392 0.24360071 -0.11122017 -0.038066836 -0.26363415 0.51046157 0.065038908 0.23012842 0.016743276 -0.050808557 -0.31879582 -0.21753455 -0.38258496
28 4 "SITTING" -0.97437528 -0.96284279 -0.97437528 -0.96284279 -0.9818465 -0.97538028 -0.96934354 -0.95426543 -0.9865462 -0.98027732 -0.96575718 -0.96575052 -0.97620416 -0.97274118 -0.96485004 -0.95502558 -0.98179149 -0.97920834
28 5 "STANDING" -0.97560567 -0.9692161 -0.97560567 -0.9692161 -0.98001696 -0.97515685 -0.95148314 -0.93895721 -0.98143738 -0.97805754 -0.97312516 -0.97057153 -0.97353951 -0.9761637 -0.94838848 -0.94280938 -0.97903108 -0.97786184
28 6 "LAYING" -0.88951202 -0.68560958 -0.88951202 -0.68560958 -0.93908445 -0.86346707 -0.87648563 -0.68726277 -0.92546839 -0.84458936 -0.77527492 -0.6926575 -0.88781241 -0.83581898 -0.74875804 -0.70084565 -0.8982632 -0.80324644
29 1 "WALKING" -0.1700971 -0.35023748 -0.1700971 -0.35023748 -0.32132643 -0.22425962 -0.31919804 -0.3148426 -0.49160044 -0.54047593 -0.32684514 -0.46439502 -0.21512829 -0.24015737 -0.39559692 -0.37739515 -0.55457083 -0.55415811
29 2 "WALKING_UPSTAIRS" -0.10466074 -0.11050537 -0.10466074 -0.11050537 -0.38457142 -0.28904585 -0.04184177 -0.17620456 -0.63828624 -0.75940822 -0.12385501 -0.24120873 -0.24515537 -0.35360781 -0.44545134 -0.15997933 -0.73725833 -0.8106033
29 3 "WALKING_DOWNSTAIRS" 0.083007322 0.091897471 0.083007322 0.091897471 -0.20804426 -0.075666878 -0.28462149 -0.54487522 -0.5960837 -0.65028838 0.10655427 -0.086365758 -0.05542333 -0.10837264 -0.54911777 -0.62136842 -0.63563085 -0.69564463
29 4 "SITTING" -0.99068345 -0.99100338 -0.99068345 -0.99100338 -0.99411312 -0.99534825 -0.99144947 -0.98988393 -0.99678292 -0.99629157 -0.9911563 -0.9912903 -0.99487722 -0.9948037 -0.99250856 -0.98958609 -0.99635189 -0.99606717
29 5 "STANDING" -0.98910006 -0.99165983 -0.98910006 -0.99165983 -0.99447057 -0.99492351 -0.99450088 -0.99553282 -0.99701191 -0.99823299 -0.99255605 -0.9913243 -0.99378732 -0.99560269 -0.9956867 -0.99602397 -0.99797018 -0.9984036
29 6 "LAYING" -0.99740665 -0.99887266 -0.99740665 -0.99887266 -0.99514614 -0.99809081 -0.99720653 -0.99884179 -0.99747774 -0.99860443 -0.99837135 -0.99880545 -0.99773898 -0.99746124 -0.99864722 -0.99915826 -0.99840959 -0.99868525
30 1 "WALKING" -0.15565408 -0.324218 -0.15565408 -0.324218 -0.2699941 -0.33255369 0.00026783319 -0.25940009 -0.41449497 -0.49591452 -0.29999626 -0.44298041 -0.27601763 -0.40965146 -0.34619392 -0.32737484 -0.50945062 -0.51331188
30 2 "WALKING_UPSTAIRS" -0.049089815 -0.22915736 -0.049089815 -0.22915736 -0.47577824 -0.31327197 -0.10037282 -0.09570471 -0.67162453 -0.71987129 -0.24003809 -0.34267039 -0.33798951 -0.28722743 -0.33078029 -0.10600212 -0.71558821 -0.74512041
30 3 "WALKING_DOWNSTAIRS" 0.13889578 0.27934552 0.13889578 0.27934552 -0.10875724 0.26565147 0.037077691 -0.27314349 -0.48112076 -0.50644401 0.40945598 0.00053475414 0.30575598 0.20268456 -0.31802119 -0.3668616 -0.51678142 -0.52757318
30 4 "SITTING" -0.99313645 -0.99155212 -0.99313645 -0.99155212 -0.99426126 -0.99651141 -0.99187195 -0.99087985 -0.99655743 -0.99628713 -0.99158152 -0.99182769 -0.99602264 -0.99597243 -0.99306542 -0.99069154 -0.99627191 -0.99618297
30 5 "STANDING" -0.88005402 -0.87348658 -0.88005402 -0.87348658 -0.91142109 -0.82688332 -0.78736756 -0.75588673 -0.92186488 -0.87021843 -0.8664139 -0.89636364 -0.84790906 -0.80233231 -0.81259071 -0.76169307 -0.87510998 -0.87237589
30 6 "LAYING" -0.99428088 -0.99316157 -0.99428088 -0.99316157 -0.99258144 -0.99416018 -0.99361471 -0.99503545 -0.99876561 -0.9993211 -0.99303329 -0.99337143 -0.99312329 -0.99464339 -0.9966161 -0.99453919 -0.99940092 -0.99886168
